company_name,category,website,email,all_emails,contact_name,contact_title,phone,address,linkedin,facebook,instagram,rating,review_count,company_size,hourly_rate,min_project,search_query,profile_url,source,engine,email_verified,score,tier,scraped_at,first_seen_at,last_seen_at,industry,tags,sub_industries,employee_count,firm_size_band,is_enterprise,tag_confidence,tag_source,region,country,city,lead_type
MIAN LAW CHAMBER,Attorney,https://mlcpk.com/,impallari@gmail.com,impallari@gmail.com; team@latofonts.com,CEO's Message,CEO.,+92 300 4525667,"Burj-Al-Saeed Jewellery plaza, LG-36 Lahore – Kasur Rd, Ichhra Lahore, 54600, Pakistan",https://www.linkedin.com/company/mian-law-chamber,https://www.facebook.com/MianlawchamberLHR,https://www.instagram.com/mian_law_chamber,4.8,591,,,,Law firms in Lahore,https://www.google.com/maps/place/MIAN+LAW+CHAMBER/data=!4m7!3m6!1s0x3919049a39323963:0x1f59a3296ce4731f!8m2!3d31.531294!4d74.3217123!16s%2Fg%2F11f3xsy8d3!19sChIJYzkyOZoEGTkRH3PkbCmjWR8?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,alive,90,A,2026-08-26T21:48:19.876Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.8999999999999999,rules,south-asia,pakistan,lahore,buyer
JuristechLegal & Partners - Best Law Firms in Mumbai,Law firm,https://juristechlegal.com/,info@juristechlegal.com,info@juristechlegal.com; juristech.legal@gmail.com,Ajitsingh Ghorpade,Managing Partner,+91 83695 94241,"Impress, 1st Floor, Currinji Compund, 111-A, Mahatma Gandhi Road, near Jagruti Stationery, opp. Mumbai University, Kala Ghoda, Fort, Mumbai, Maharashtra 400001, India",https://www.linkedin.com/company/juristechlegal/,https://www.facebook.com/juristechlegal,https://www.instagram.com/juristechlegal/,4.9,203,,,,Law firms in Mumbai,https://www.google.com/maps/place/JuristechLegal+%26+Partners+-+Best+Law+Firms+in+Mumbai/data=!4m7!3m6!1s0x3be7d1d75bdc31a3:0xc194fa8cd9b6dd9c!8m2!3d18.9298782!4d72.8317626!16s%2Fg%2F11gh95rbhq!19sChIJozHcW9fR5zsRnN222Yz6lME?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,alive,90,A,2026-08-26T22:25:50.422Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.7,rules,south-asia,india,mumbai,buyer
Specialist Dental Group (Mount Elizabeth Orchard),Dental clinic,https://www.specialistdentalgroup.com/,info@specialistdentalgroup.com,info@specialistdentalgroup.com; gleneagles@specialistdentalgroup.com,Dr Henry Lee,Founding Dentist,+65 6734 9393,"3 Mount Elizabeth, #08-03/04/10, Singapore 228510",https://www.linkedin.com/company/specialist-dental-group/posts/,https://www.facebook.com/SpecialistDentalGroup,https://www.instagram.com/specialistdentalgrp/,4.8,300,,,,Dentists in Singapore,https://www.google.com/maps/place/Specialist+Dental+Group+%28Mount+Elizabeth+Orchard%29/data=!4m7!3m6!1s0x31da199245fe2b9f:0x2c970a08a992fe71!8m2!3d1.3044599!4d103.8353291!16s%2Fg%2F1tlqmhh_!19sChIJnyv-RZIZ2jERcf6SqQgKlyw?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNC4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,alive,90,A,2026-08-26T22:28:29.523Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,healthcare,healthcare,,,,false,0.95,rules,southeast-asia,singapore,,buyer
Luxe Dental Clinic | Dental Clinic in Ikeja | Dental Clinic in Lagos,Dental clinic,https://www.luxedental.com.ng/?utm_source=google&utm_medium=local&utm_campaign=google%20_business_profile,info@luxedental.com.ng,info@luxedental.com.ng; info@luxedental.com,Dr.Funmi Adeniyi,MD/ Founder,+234 904 437 4007,"51 Oba Ladejobi St, Ikeja GRA, Lagos 101233, Lagos, Nigeria",https://www.linkedin.com/company/luxedental/,https://www.facebook.com/profile.php,https://www.instagram.com/luxedental.ng,4.9,334,,,,Dentists in Lagos,https://www.google.com/maps/place/Luxe+Dental+Clinic+%7C+Dental+Clinic+in+Ikeja+%7C+Dental+Clinic+in+Lagos/data=!4m7!3m6!1s0x103b93d9e9f9eb47:0xefbae70e3587a0fb!8m2!3d6.5855658!4d3.3494223!16s%2Fg%2F11fl4wct2v!19sChIJR-v56dmTOxAR-6CHNQ7nuu8?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNC4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,alive,90,A,2026-08-26T22:38:21.096Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,healthcare,healthcare,,,,false,0.95,rules,africa,nigeria,lagos,buyer
CHAMAN LAW FIRM,Law firm,https://www.chamanlawfirm.com/,info@chamanlawfirm.com,info@chamanlawfirm.com; chamanlawfirm@gmail.com,Charles Chukwuma Nkwoka,Founder and Managing Partner,+234 806 555 3671,"115, Obafemi Awolowo Way, Allen, beside Lagos Airport Hotel, Ikeja, 100281, Lagos, Nigeria",https://www.linkedin.com/company/chaman-law-firm/,https://www.facebook.com/chamanlawfirm/,https://www.instagram.com/chamanlawfirm/,4.9,331,,,,Law firms in Lagos,https://www.google.com/maps/place/CHAMAN+LAW+FIRM/data=!4m7!3m6!1s0x103bc13aafcac41f:0x2c5e9f9679001e68!8m2!3d6.6064554!4d3.3481203!16s%2Fg%2F11h0b94b9y!19sChIJH8TKrzrBOxARaB4AeZafXiw?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNC4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,alive,90,A,2026-08-26T22:39:36.038Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.7,rules,africa,nigeria,lagos,buyer
Dr. Jamal's Dental Care - Anklesaria Hospital,Dental clinic,https://drjamalsdentalcare.com/,drjamalhussain4@gmail.com,drjamalhussain4@gmail.com,Dr. Jamal Hussain,Cosmetic Dentist & Implantologist,+92 311 1123500,"ANKLESARIA HOSPITAL 1st Floor, Room No. 47 Makki Masjid Aga Khan III Road (Garden Road, Makki Masjid Rd, near Gul Plaza, Preedy Quarters, Karachi, Pakistan",https://pk.linkedin.com/in/dr-bismah-mir-41222b297,https://web.facebook.com/DrJamalsDentalCare,https://www.instagram.com/drjamalsdentalcare,4.9,576,,,,Dentists in Karachi,https://www.google.com/maps/place/Dr.+Jamal%27s+Dental+Care+-+Anklesaria+Hospital/data=!4m7!3m6!1s0x3eb33f05e350e38d:0xa42d394a5632f215!8m2!3d24.8668795!4d67.0234714!16s%2Fg%2F11h59s9yzz!19sChIJjeNQ4wU_sz4RFfIyVko5LaQ?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNC4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,alive,88,A,2026-08-26T21:43:11.598Z,,,healthcare,healthcare,,,,false,0.95,rules,south-asia,pakistan,karachi,buyer
Dr. Paul's Dental Clinic Dubai,Dentist,https://www.drpaulsdentalclinic.com/,info@drpaulsme.com,info@drpaulsme.com,Dr. Jang Hwan Jeong,General Dentist,+971 4 357 5783,"Al Nasr Plaza - Office 101, 1st Floor, Offices Postal Box 50012 - Dubai - United Arab Emirates",https://www.linkedin.com/company/dr-paul's-dental-clinic/,https://www.facebook.com/drpaulsdentalclinic,https://www.instagram.com/drpaulsdentalclinicdxb/,4.8,494,,,,Dentists in Dubai,https://www.google.com/maps/place/Dr.+Paul%27s+Dental+Clinic+Dubai/data=!4m7!3m6!1s0x3e5f42d4a8b4ee15:0xdf756f70b64b449e!8m2!3d25.2436943!4d55.3134346!16s%2Fg%2F11b65j8wzy!19sChIJFe60qNRCXz4RnkRLtnBvdd8?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNC4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,alive,88,A,2026-08-26T21:55:14.172Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,healthcare,healthcare,,,,false,0.95,rules,middle-east,uae,dubai,buyer
NOA Dental Clinic,Dental clinic,https://www.noadentalclinic.com/dubai-dentists.html,info@noadentalclinic.com,info@noadentalclinic.com,Dr. Linish Sagar,Director & Prosthodontist,+971 4 398 7075,"Unit 109, Al Hanaa Centre Mall, Mankhool Road, Near World Trade Centre and - Jumeirah 1 - Dubai - United Arab Emirates",https://www.linkedin.com/company/noa-dental-clinic/about/,https://www.facebook.com/NOADentalClinicDubai,https://www.instagram.com/noadentalclinic.dubai/,4.9,374,,,,Dentists in Dubai,https://www.google.com/maps/place/NOA+Dental+Clinic/data=!4m7!3m6!1s0x3e5f433d425cb6a3:0x916e84b4f798171e!8m2!3d25.2367813!4d55.2800599!16s%2Fg%2F1vd74cwk!19sChIJo7ZcQj1DXz4RHheY97SEbpE?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNC4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,alive,88,A,2026-08-26T21:55:14.172Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,healthcare,healthcare,,,,false,0.95,rules,middle-east,uae,dubai,buyer
HPL Yamalova & Plewka FZCO (LYLAW Dubai),Law firm,https://lylawyers.com/?utm_source=google&utm_medium=organic&utm_campaign=GBP,legal@lylawyers.com,legal@lylawyers.com,Ludmila Yamalova,Founder & Managing Partner,+971 52 205 8149,"and 1806, Reef Tower - Unit 1805 - Cluster O - Al Thanyah Fifth - Jumeirah Lakes Towers - Dubai - United Arab Emirates",https://www.linkedin.com/company/yamalova-and-plewka-fzco/,https://www.facebook.com/HPLYamalova,,4.9,215,,,,Law firms in Dubai,https://www.google.com/maps/place/HPL+Yamalova+%26+Plewka+FZCO+%28LYLAW+Dubai%29/data=!4m7!3m6!1s0x3e5f6ca9569310c3:0x224b8a69297503cf!8m2!3d25.0740671!4d55.1428597!16s%2Fg%2F119tfnsnr!19sChIJwxCTVqlsXz4RzwN1KWmKSyI?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNC4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,alive,88,A,2026-08-26T21:56:35.741Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.7,rules,middle-east,uae,dubai,buyer
Eyad Reda Law Firm LLP,Law firm,https://erlf.com/,info@erlf.com,info@erlf.com,Dr. Eyad Reda,Managing Partner,+966 11 484 7171,"برج الفيصلية، الدور11، طريق الملك فهد، العليا، الرياض، المملكة العربية السعودية Faisaliah Tower, Level 11, King Fahad Road الرياض، 12212, Saudi Arabia",https://www.linkedin.com/company/eyadredalawfirm,,https://www.instagram.com/erlf_llp,4.8,209,,,,Law firms in Riyadh,https://www.google.com/maps/place/Eyad+Reda+Law+Firm+LLP/data=!4m7!3m6!1s0x3e2f0319f69f2ed1:0xfcf3a2ec303f15a5!8m2!3d24.6900165!4d46.6850474!16s%2Fg%2F11f89s5ns7!19sChIJ0S6f9hkDLz4RpRU_MOyi8_w?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,alive,88,A,2026-08-26T22:00:38.822Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.7,rules,middle-east,saudi-arabia,riyadh,buyer
